"代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率","涨跌速率","振幅","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前价","盘后价","盘前涨跌幅","盘后涨跌幅","盘前额","盘后额","盘前振幅","盘后振幅","盘前涨跌额","盘后涨跌额","总市值","流通值","总股本","流通股","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业","道琼斯指数相关性","纳斯达克100相关性","标普500相关性","罗素2000相关性","费城半导体指数相关性","VIX指数相关性","恒生指数相关性","恒生科技指数相关性","富时中国50指数相关性","沪深300相关性","富时中国A50指数相关性","日经225相关性","TOPIX指数相关性","富时海峡指数相关性","大马综合指数相关性","TSX相关性","ASX200相关性","期权总成交","期权总持仓","正股IV","正股HV","正股IV-正股HV","IV等级","IV百分位数","行权价","到期日","未平仓数","溢价","隐含波动率","Delta","Gamma","Theta","Vega","Rho","距到期日","内在价值","时间价值","杠杆倍数","有效杠杆","盈亏平衡点","到盈亏平衡","盈利概率"
"AMZN","亚马逊","227.840","-1.460","-0.64%","+0.26%","+22.14%","+3.85%","227.810","227.840","213","75","13462664","3078466546.33","0.000%","229.640","229.300","230.000","226.570","0.14%","-0.02%","1.50%","37.107","41.200","7.908","2.16","47.92%","229.660","229.400","+0.16%","+0.04%","63639073.47","390778175.33","0.81","0.13","+0.360","+0.100","2418829732410.88","2137073987179.52","10616352407","9379713778","+0.66%","+3.87%","+9.29%","-4.33%","+24.81%","互联网零售","0.60","0.76","0.73","0.54","0.62","-0.58","-","-","-","-","-","-","-","-","-","-","-","143795","3672827","35.88%","20.64%","15.24%","25","56%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CWEB","2倍做多中国互联网股票ETF-Direxion","43.280","-0.270","-0.62%","+0.12%","+22.26%","+35.55%","43.350","43.390","351","100","126024","5423937.09","2.700%","43.450","43.550","43.470","42.630","1.95%","-0.12%","1.93%","-","-","0.995","1.43","55.65%","43.510","43.850","-0.09%","+0.69%","290460.53","346242.59","1.01","1.63","-0.040","+0.300","280198485.36","280198485.36","6474087","6474087","+1.88%","+8.69%","+13.60%","+17.32%","+43.38%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","326","30805","58.62%","42.96%","15.66%","15","18%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NVDX","2倍做多NVDA ETF-T-Rex","16.010","-0.920","-5.43%","+0.88%","+130.69%","+14.36%","16.010","16.020","18210","6110","6940724","111756069.58","13.540%","16.900","16.930","16.909","15.580","17.35%","0.03%","7.85%","-","-","0.956","2.74","49.75%","16.900","16.869","-0.18%","-0.36%","3675855.61","4403663.86","2.60","1.48","-0.030","-0.061","640560100.00","640560100.00","40010000","40010000","-4.87%","+7.67%","+31.23%","+33.86%","+10.77%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2125","75099","69.82%","57.80%","12.02%","24","12%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SMMT","Summit Therapeutics","26.250","-0.090","-0.34%","+0.04%","-28.47%","+47.10%","26.210","26.260","62","100","336989","8854245.77","0.000%","26.780","26.340","26.900","25.812","0.29%","0.23%","4.13%","亏损","亏损","56.573","0.62","-23.46%","26.950","26.200","+2.32%","-0.53%","51679.85","782189.58","1.37","0.53","+0.610","-0.140","19494980505.00","3023225178.75","742665924","115170483","+7.76%","+14.18%","+28.74%","+11.70%","+163.55%","生物技术","0.08","0.09","0.11","0.18","0.10","-0.11","-","-","-","-","-","-","-","-","-","-","-","862","154774","93.37%","82.90%","10.47%","43","60%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TARK","Tradr 2X Long Innovation ETF","64.635","-2.155","-3.23%","-0.10%","+117.33%","+48.18%","65.170","65.240","272","233","33896","2195567.90","0.400%","66.790","66.790","66.942","62.840","4.73%","0.00%","6.14%","-","-","0.967","2.49","7.72%","66.850","66.550","+0.09%","-0.36%","121618.49","85854.45","1.65","1.38","+0.060","-0.240","46303221.30","46303221.30","716380","716380","+8.27%","+12.96%","+19.27%","+26.24%","+89.54%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","405","83.23%","53.80%","29.43%","19","67%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TMDX","TransMedics","105.487","+1.877","+1.81%","+0.93%","+12.01%","+69.18%","105.350","105.660","19","174","725438","73343483.89","0.000%","102.560","103.610","105.495","98.890","2.21%","0.17%","6.38%","77.563","104.442","13.401","4.49","-80.31%","102.560","104.250","-1.01%","+0.62%","402756.53","1745952.31","2.26","1.20","-1.050","+0.640","3569018028.00","3463183438.02","33833788","32830491","-8.81%","-15.43%","-17.28%","+57.38%","-29.28%","医疗设备","0.26","0.29","0.29","0.33","0.25","-0.24","-","-","-","-","-","-","-","-","-","-","-","1615","28558","97.33%","53.48%","43.85%","64","82%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LI","理想汽车","30.820","+0.320","+1.05%","+0.08%","+29.39%","+28.47%","30.820","30.830","814","200","703751","21643213.25","0.000%","30.720","30.500","30.960","30.550","0.13%","-0.03%","1.34%","28.938","29.185","3.120","0.76","60.55%","30.620","30.600","+0.39%","+0.33%","426304.97","1071739.05","0.66","0.33","+0.120","+0.100","31229420924.02","16897826716.30","1013284261","548274715","+6.61%","+14.23%","+9.76%","+32.45%","+50.64%","汽车制造","0.18","0.21","0.21","0.23","0.21","-0.19","-","-","-","-","-","-","-","-","-","-","-","1337","250737","55.78%","44.20%","11.57%","38","30%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ANY","Sphere 3d","0.6600","-0.0119","-1.77%","-1.18%","+23.36%","-30.10%","0.6521","0.6679","499","500","170240","111733.21","0.000%","0.6610","0.6719","0.6719","0.6405","0.76%","0.00%","4.67%","亏损","亏损","0.568","0.76","-0.10%","0.6701","0.6719","-0.27%","0.00%","1732.55","14443.90","3.48","1.13","-0.0018","0.0000","17462217.30","14873584.44","26457905","22535734","+0.73%","+8.73%","+26.92%","-28.25%","-44.54%","资本市场","0.23","0.27","0.26","0.35","0.22","-0.23","-","-","-","-","-","-","-","-","-","-","-","57","8755","214.04%","107.33%","106.71%","23","83%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QS","QuantumScape","12.475","-0.045","-0.36%","+0.12%","+215.02%","+140.36%","12.470","12.480","700","370","40193058","489648810.14","0.000%","11.270","12.520","12.750","11.240","9.51%","0.27%","12.06%","亏损","亏损","6.290","2.14","30.84%","11.290","11.940","-9.82%","-4.63%","30768073.65","21461988.49","8.15","5.19","-1.230","-0.580","6972493595.17","5270405498.97","558926283","422484168","+14.98%","+52.50%","+194.22%","+143.17%","+56.92%","汽车零件","0.28","0.30","0.31","0.41","0.30","-0.23","-","-","-","-","-","-","-","-","-","-","-","53221","848882","129.81%","176.79%","-46.97%","82","97%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SOXS","三倍做空半导体ETF-Direxion","7.460","+0.330","+4.63%","-1.00%","-60.67%","-66.33%","7.450","7.460","113069","49020","109251142","817890010.88","10.420%","7.215","7.130","7.680","7.175","58.85%","-0.27%","7.08%","-","-","1.046","2.96","39.52%","7.230","7.190","+1.40%","+0.84%","18824259.92","36447309.33","2.38","2.10","+0.100","+0.060","1384848454.12","1384848454.12","185636522","185636522","+3.90%","+0.27%","-19.90%","-65.61%","-64.13%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","49903","391973","92.24%","59.90%","32.34%","22","27%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MNSO","名创优品","17.470","-0.170","-0.96%","+0.17%","+1.45%","-25.36%","17.470","17.480","16","26","113960","1991022.20","1.520%","17.610","17.640","17.610","17.395","0.11%","0.09%","1.22%","15.910","14.918","3.688","1.24","-23.81%","17.640","17.640","0.00%","0.00%","97816.76","238018.44","1.42","0.00","0.000","0.000","5465215902.33","1740512760.08","312834339","99628664","-3.16%","-4.69%","+0.98%","-23.34%","+0.37%","专业零售","0.22","0.28","0.27","0.23","0.25","-0.21","-","-","-","-","-","-","-","-","-","-","-","154","12605","50.49%","22.28%","28.20%","16","6%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LLY","礼来","775.650","+13.470","+1.77%","+0.21%","-9.59%","+0.85%","775.270","775.680","11","18","835671","645734381.46","0.700%","763.340","762.180","777.875","762.500","0.09%","0.10%","2.02%","63.112","66.238","46.630","1.38","-24.14%","763.300","763.000","+0.15%","+0.11%","2556671.58","166088588.37","0.43","0.22","+1.120","+0.820","735111157698.15","733367899060.50","947735651","945488170","+0.51%","-0.26%","+0.65%","-3.28%","-9.82%","一般药品制造商","0.27","0.31","0.35","0.21","0.25","-0.32","-","-","-","-","-","-","-","-","-","-","-","11172","361024","46.72%","25.86%","20.85%","48","92%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LIST2090","航空服务","2642.846","-4.444","-0.17%","+0.28%","+31.33%","+3.24%","0.000","0.000","0","0","25356412","530913869.00","0.000%","2647.100","2647.290","2654.463","2618.358","0.73%","0.00%","1.36%","15.261","15.261","2.681","0.00","-3.89%","-","-","-","-","0.00","0.00","-","-","-","-","159823205636.77","142287943460.52","4130587446","3496862706","+1.82%","+6.57%","+13.43%","-3.16%","+43.94%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"UPRO","三倍做多标普500ETF-ProShares","95.240","-0.440","-0.46%","+0.40%","+47.43%","+7.98%","95.230","95.240","50","750","1593492","151610850.72","0.940%","95.790","95.680","95.830","94.460","3.35%","0.10%","1.43%","-","-","0.999","2.35","-87.50%","95.800","95.771","+0.13%","+0.10%","4001475.30","4441464.88","0.57","0.17","+0.120","+0.091","4528662000.00","4528662000.00","47550000","47550000","+2.59%","+3.24%","+13.37%","-0.31%","+19.48%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1260","88465","48.40%","22.82%","25.59%","17","38%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"XPEV","小鹏汽车","18.675","+0.435","+2.38%","+0.21%","-10.22%","+57.99%","18.670","18.680","100","250","2468791","45752199.96","0.000%","18.420","18.240","18.730","18.310","0.37%","0.11%","2.30%","亏损","亏损","4.160","2.53","-42.86%","18.430","18.250","+1.04%","+0.05%","726104.97","1663012.62","0.71","0.55","+0.190","+0.010","17801971463.70","12508885063.80","953251484","669819816","+4.21%","+4.16%","-2.58%","+23.59%","+107.50%","汽车制造","0.21","0.22","0.23","0.28","0.23","-0.19","-","-","-","-","-","-","-","-","-","-","-","5290","429785","62.08%","42.94%","19.14%","26","12%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"YANG","三倍做空富时中国ETF-Direxion","26.770","-0.590","-2.16%","-0.31%","-34.30%","-61.18%","26.760","26.780","570","983","723151","19496530.21","10.770%","26.880","27.360","27.145","26.760","8.86%","-0.04%","1.41%","-","-","0.978","1.65","-26.59%","26.890","27.240","-1.72%","-0.44%","1719068.01","795142.63","1.32","0.80","-0.470","-0.120","218441513.49","218441513.49","8159937","8159937","-6.56%","-13.42%","-17.67%","-54.82%","-83.27%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","543","49716","68.91%","49.01%","19.91%","15","18%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NKDmain","日经指数美元主连 (2509)","39615","-225","-0.56%","+0.04%","+11.06%","+0.38%","39625","39635","6","16","2425","0.00","0.000%","39840","39840","40315","39490","0.00%","0.00%","2.07%","-","-","-","0.00","-45.46%","-","-","-","-","0.00","0.00","-","-","-","-","0.00","0.00","0","0","-0.10%","-1.01%","+2.32%","+0.47%","+0.33%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OPEN","Opendoor Technologies","3.270","+0.060","+1.87%","-5.05%","+321.12%","+104.38%","3.260","3.270","6911","8562","476107822","1655364624.10","0.000%","3.885","3.210","3.990","2.830","72.69%","-1.96%","36.14%","亏损","亏损","3.694","4.06","-10.67%","3.940","3.470","+22.74%","+8.10%","183148860.18","228923119.17","17.45","19.00","+0.730","+0.260","2383492827.03","2141957936.16","728896889","655033008","+214.42%","+346.84%","+516.98%","+118.00%","+29.76%","房地产服务","0.35","0.33","0.35","0.46","0.30","-0.30","-","-","-","-","-","-","-","-","-","-","-","843283","2054694","321.75%","207.37%","114.38%","34","98%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SMCI","超微电脑","49.770","-1.730","-3.36%","+0.67%","+38.98%","+63.29%","49.760","49.780","100","336","12362389","618817815.18","0.000%","51.840","51.500","51.860","48.850","2.49%","0.12%","5.85%","27.048","25.921","4.656","1.89","-54.13%","51.830","51.850","+0.64%","+0.68%","12490498.62","159721167.14","1.92","0.87","+0.330","+0.350","29703614241.42","24705730201.95","596817646","496398035","-6.39%","+1.34%","+21.72%","+76.61%","-36.70%","计算机硬件","0.23","0.45","0.39","0.32","0.51","-0.28","-","-","-","-","-","-","-","-","-","-","-","111315","2283995","81.03%","68.50%","12.52%","7","27%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"UCO","2倍做多彭博原油ETF-ProShares","23.685","-0.295","-1.23%","+0.19%","+9.60%","-13.87%","23.690","23.700","1100","700","870677","20582626.54","0.000%","23.730","23.980","23.820","23.480","5.15%","-0.08%","1.42%","-","-","0.982","2.64","22.22%","23.740","24.070","-1.00%","+0.38%","827335.23","127496.96","1.50","0.88","-0.240","+0.090","400112978.76","400112978.76","16893096","16893096","-0.15%","-2.77%","-4.26%","-16.60%","-24.62%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1054","31812","48.46%","58.63%","-10.17%","20","30%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MMM","3M","152.240","-0.580","-0.38%","+0.28%","+10.16%","+19.10%","152.060","152.320","13","96","828149","126506297.04","1.880%","152.750","152.820","154.061","151.270","0.16%","0.28%","1.83%","21.144","20.164","18.902","0.87","-76.15%","152.420","153.100","-0.26%","+0.18%","155116.54","33282229.44","0.63","0.66","-0.400","+0.280","81087545832.48","81087545832.48","532629702","532629702","-2.78%","-0.98%","+3.14%","+1.55%","+48.03%","综合企业","0.58","0.40","0.49","0.51","0.34","-0.40","-","-","-","-","-","-","-","-","-","-","-","2905","191581","23.94%","22.21%","1.74%","8","13%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GDX","黄金矿业ETF-VanEck","54.015","+0.995","+1.88%","+0.15%","+8.55%","+59.29%","54.010","54.020","1152","1500","4586694","245978089.22","0.750%","53.620","53.020","54.090","53.225","1.55%","-0.03%","1.63%","-","-","1.022","1.51","-13.12%","53.620","53.090","+1.13%","+0.13%","3279309.38","59469008.48","1.70","0.36","+0.600","+0.070","15996677287.50","15996677287.50","296152500","296152500","+4.64%","+6.35%","+1.70%","+43.28%","+45.92%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","33886","2012313","32.84%","31.07%","1.77%","38","24%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TAN","太阳能ETF-Invesco","39.439","+1.079","+2.81%","+0.04%","+36.00%","+19.08%","39.400","39.470","86","101","329330","12988869.83","0.420%","39.120","38.360","39.790","39.020","1.89%","0.16%","2.01%","-","-","1.028","3.68","-8.02%","39.180","38.600","+2.14%","+0.63%","147294.74","31829.05","2.27","0.63","+0.820","+0.240","688128182.40","688128182.40","17448000","17448000","+2.92%","+3.57%","+23.02%","+20.79%","-4.77%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","166","42886","23.58%","30.73%","-7.15%","15","2%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NAIL","三倍做多住宅建筑商和供应-Direxion","63.514","+8.784","+16.05%","-0.59%","+19.64%","-23.91%","63.380","63.630","33","33","1398230","87308984.77","1.500%","59.630","54.730","64.268","59.500","20.12%","0.70%","8.71%","-","-","1.163","6.80","0.00%","59.380","54.800","+8.50%","+0.13%","3047603.04","504439.10","9.87","1.26","+4.650","+0.070","441424385.00","441424385.00","6950000","6950000","+18.10%","+11.43%","+22.23%","-34.12%","-52.76%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2634","27471","91.01%","100.32%","-9.31%","32","73%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"PRAX","Praxis Precision Medicines","54.535","-0.625","-1.13%","-0.15%","+51.49%","-29.14%","54.440","54.710","45","10","47879","2639411.90","0.000%","55.100","55.160","55.990","53.885","0.31%","0.00%","3.82%","亏损","亏损","2.529","0.63","63.64%","55.160","55.160","0.00%","0.00%","1709.96","9983476.43","0.00","0.00","0.000","0.000","1110822433.37","856305297.90","20368982","15701940","+5.10%","+16.63%","+31.00%","-27.63%","-4.54%","生物技术","0.18","0.18","0.19","0.28","0.19","-0.21","-","-","-","-","-","-","-","-","-","-","-","12","15208","163.95%","50.41%","113.55%","64","82%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NVO","诺和诺德","66.400","+1.480","+2.28%","-0.21%","+6.02%","-21.51%","66.370","66.400","110","300","3498518","231894139.66","2.410%","65.520","64.920","66.960","65.450","0.11%","0.08%","2.33%","18.048","18.725","13.584","2.71","-46.34%","65.550","65.000","+0.97%","+0.12%","6615157.89","4150719.59","2.08","0.52","+0.630","+0.080","294859961846.40","211808265728.00","4440662076","3189883520","-1.22%","-4.65%","-4.76%","-20.75%","-49.12%","一般药品制造商","0.27","0.29","0.31","0.20","0.27","-0.20","-","-","-","-","-","-","-","-","-","-","-","10465","538464","43.84%","33.86%","9.98%","33","48%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NEUP","Neuphoria Therapeutics","7.625","-0.075","-0.97%","+1.22%","+46.92%","+122.30%","7.500","7.840","100","100","8835","68291.21","0.000%","7.840","7.700","7.840","7.533","1.04%","0.00%","3.99%","亏损","亏损","0.551","1.56","0.00%","7.850","7.550","+1.95%","-1.95%","617.60","1406.70","1.95","0.00","+0.150","-0.150","14334710.25","6452015.75","1879962","846166","+0.86%","+5.90%","+26.03%","+55.30%","-21.55%","生物技术","0.08","0.10","0.10","0.08","0.08","-0.11","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AEHR","Aehr Test Systems","19.550","+3.100","+18.85%","+1.24%","+124.97%","+17.56%","19.550","19.680","205","200","4055283","82337297.54","0.000%","19.250","16.450","21.820","19.060","15.30%","-1.79%","16.78%","亏损","亏损","4.753","21.39","1.24%","19.580","16.350","+19.03%","-0.61%","4559578.39","256845.53","23.40","1.58","+3.130","-0.100","584098337.70","518236846.46","29877000","26508143","+39.15%","+28.87%","+73.78%","+75.02%","+5.11%","半导体设备与材料","0.36","0.43","0.41","0.48","0.48","-0.27","-","-","-","-","-","-","-","-","-","-","-","16604","54928","99.18%","104.71%","-5.53%","43","65%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AIXI","小i机器人","2.035","+0.025","+1.24%","+0.74%","-44.55%","-64.73%","1.970","2.030","249","100","61477","123806.61","0.000%","2.000","2.010","2.060","1.910","0.53%","0.50%","7.46%","亏损","亏损","亏损","1.20","42.69%","2.010","1.970","0.00%","-1.99%","2.01","7596.36","0.00","1.00","0.000","-0.040","26886763.91","23541130.30","13212169","11568123","+2.78%","-16.94%","-17.61%","-54.78%","-70.67%","应用软件","0.23","0.24","0.25","0.25","0.23","-0.23","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TSLA","特斯拉","330.580","+2.090","+0.64%","+0.89%","+27.39%","-18.14%","330.560","330.620","125","205","21754174","7114072533.92","0.000%","329.740","328.490","331.600","321.550","0.78%","-0.19%","3.06%","188.902","162.049","14.263","1.53","-24.24%","329.360","327.770","+0.26%","-0.22%","368173552.01","874477155.45","1.22","0.33","+0.870","-0.720","1064783704232.38","918234761459.32","3220956211","2777647654","+6.37%","+11.00%","-5.19%","-16.96%","+31.44%","汽车制造","0.47","0.62","0.59","0.50","0.51","-0.47","-","-","-","-","-","-","-","-","-","-","-","276921","7569092","63.55%","55.28%","8.27%","20","33%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SIGA","SIGA Technologies","6.880","+0.030","+0.44%","+0.44%","+17.25%","+26.42%","6.860","6.880","480","101","49700","341495.62","0.000%","6.860","6.850","6.900","6.840","0.12%","-0.15%","0.88%","10.268","8.390","2.274","1.07","65.23%","6.850","6.878","0.00%","+0.40%","3768.94","95235.38","0.73","0.40","0.000","+0.028","491514651.04","277914228.80","71441083","40394510","+2.69%","+1.62%","+11.15%","+22.55%","-20.94%","专业与通用药品制造商","0.23","0.19","0.22","0.33","0.19","-0.25","-","-","-","-","-","-","-","-","-","-","-","16","3710","67.65%","26.15%","41.50%","15","30%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SYM","Symbotic","47.790","-1.890","-3.80%","+0.91%","+116.64%","+101.56%","47.700","47.790","100","129","888523","42632898.60","0.000%","49.170","49.680","49.680","46.720","1.09%","-0.51%","5.96%","亏损","亏损","25.379","1.70","-12.66%","49.400","49.700","-0.56%","+0.04%","687511.00","1137466.06","2.44","0.74","-0.280","+0.020","5212934108.01","3908233416.06","109080019","81779314","-1.57%","+4.60%","+45.30%","+61.67%","+23.62%","专用工业机械","0.34","0.39","0.39","0.42","0.37","-0.30","-","-","-","-","-","-","-","-","-","-","-","3671","122507","120.47%","79.53%","40.94%","74","95%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"KSCP","Knightscope","8.250","-0.400","-4.62%","+1.04%","+56.25%","-34.63%","8.220","8.270","10","200","436232","3628990.94","0.000%","8.920","8.650","8.920","7.830","7.19%","-0.86%","12.60%","亏损","亏损","3.134","1.53","-90.48%","8.860","8.680","+2.43%","+0.35%","169575.37","110987.64","2.77","2.25","+0.210","+0.030","56935106.25","50035565.25","6901225","6064917","+10.59%","+23.87%","+62.72%","-23.96%","-30.67%","安全与保护","0.19","0.19","0.20","0.22","0.17","-0.20","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"UPWK","Upwork","13.710","+0.330","+2.47%","+0.03%","+1.11%","-16.15%","13.710","13.720","562","272","508640","6910108.81","0.000%","13.420","13.380","13.745","13.390","0.42%","-0.11%","2.65%","8.259","9.019","3.035","1.42","34.77%","13.440","13.440","+0.45%","+0.45%","15189.34","9614263.35","0.97","0.45","+0.060","+0.060","1804097652.39","1678968113.88","131589909","122463028","+6.03%","+1.56%","+4.90%","-20.24%","+18.80%","互联网内容与信息","0.30","0.34","0.34","0.38","0.30","-0.27","-","-","-","-","-","-","-","-","-","-","-","998","45822","71.72%","25.25%","46.47%","38","72%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ANET","Arista Networks","109.250","-2.360","-2.11%","+0.90%","+45.11%","-1.16%","109.230","109.310","48","214","2612341","284609002.64","0.000%","111.610","111.610","111.610","106.987","0.25%","-0.02%","4.14%","46.097","48.991","13.559","2.20","-63.36%","111.320","111.300","-0.26%","-0.28%","701717.66","21793424.94","1.75","0.65","-0.290","-0.310","137209416336.75","112573759618.25","1255921431","1030423429","+1.75%","+5.67%","+18.81%","+2.54%","+27.69%","计算机硬件","0.43","0.64","0.58","0.44","0.65","-0.51","-","-","-","-","-","-","-","-","-","-","-","17270","453504","52.97%","39.26%","13.71%","36","67%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VRT","Vertiv Holdings","123.365","-2.845","-2.25%","+0.86%","+47.12%","+8.67%","123.250","123.490","67","102","2161003","263217252.74","0.100%","125.510","126.210","125.705","119.100","0.59%","-0.09%","5.23%","71.723","96.378","17.633","2.02","-20.71%","126.070","126.000","-0.11%","-0.17%","1747109.46","30217357.40","2.38","1.56","-0.140","-0.210","47015040283.97","45197077759.63","381105178","366368725","-3.14%","-2.01%","+5.86%","+15.87%","+40.62%","电气设备及零件","0.41","0.62","0.58","0.45","0.64","-0.49","-","-","-","-","-","-","-","-","-","-","-","18231","604156","64.78%","44.71%","20.07%","23","62%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"GTM","ZoomInfo","10.695","+0.155","+1.47%","-0.14%","+22.51%","+1.76%","10.690","10.700","1175","300","317363","3373570.34","0.000%","10.580","10.540","10.745","10.545","0.12%","-0.05%","1.90%","89.125","133.687","2.136","0.64","59.32%","10.560","10.540","+0.19%","0.00%","2555.26","1128538.88","1.23","0.00","+0.020","0.000","3517705284.00","2875833436.74","328911200","268895132","+5.27%","+5.37%","+10.03%","+1.86%","-7.08%","应用软件","0.39","0.38","0.40","0.44","0.34","-0.29","-","-","-","-","-","-","-","-","-","-","-","976","56185","70.90%","31.45%","39.45%","90","89%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"AMSC","美国超导","40.790","-1.510","-3.57%","+1.54%","+102.63%","+65.61%","40.790","40.870","100","6","498323","19997843.41","0.000%","42.155","42.300","42.155","38.800","1.21%","-1.17%","7.93%","254.937","254.937","9.028","3.08","88.68%","42.040","42.280","-0.61%","-0.05%","12646.34","774501.49","2.29","2.00","-0.260","-0.020","1779572496.14","1686536787.80","43627666","41346820","-0.42%","+4.78%","+25.82%","+55.75%","+42.97%","专用工业机械","0.37","0.41","0.42","0.46","0.40","-0.33","-","-","-","-","-","-","-","-","-","-","-","910","23169","84.83%","52.47%","32.37%","49","50%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"URA","铀价ETF-Global X","39.590","-0.550","-1.37%","+0.39%","+61.00%","+47.83%","39.590","39.610","200","100","1307068","51770892.29","1.870%","40.140","40.140","40.420","39.220","1.29%","0.00%","2.99%","-","-","0.984","1.92","33.33%","40.140","40.320","0.00%","+0.45%","195549.14","781431.36","1.42","1.26","0.000","+0.180","4025382730.45","4025382730.45","101676755","101676755","+1.05%","+6.94%","+5.46%","+43.55%","+42.93%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2303","252613","34.49%","31.41%","3.08%","28","38%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VERI","Veritone","2.830","+0.030","+1.07%","+1.73%","+24.12%","-13.72%","2.820","2.830","200","340","3218869","8973549.03","0.000%","2.902","2.800","2.940","2.524","7.37%","-0.88%","14.85%","亏损","亏损","10.366","3.21","-25.93%","2.900","3.150","+3.57%","+12.50%","778438.15","3670023.37","19.63","27.50","+0.100","+0.350","152834249.05","123577440.20","54005035","43666940","+89.93%","+91.22%","+131.97%","-1.05%","-6.91%","软件基础设施","0.25","0.29","0.29","0.33","0.26","-0.23","-","-","-","-","-","-","-","-","-","-","-","3728","39322","171.17%","142.97%","28.20%","13","71%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
