"代码","名称","最新价","涨跌额","涨跌幅","5分钟涨跌幅","60日涨跌幅","年初至今","买入价","卖出价","买量","卖量","成交量","成交额","股息率TTM","今开","昨收","最高","最低","换手率","涨跌速率","振幅","市盈率TTM","市盈率(静)","市净率","量比","委比","盘前价","盘后价","盘前涨跌幅","盘后涨跌幅","盘前额","盘后额","盘前振幅","盘后振幅","盘前涨跌额","盘后涨跌额","总市值","流通值","总股本","流通股","5日涨跌幅","10日涨跌幅","20日涨跌幅","120日涨跌幅","250日涨跌幅","所属行业","道琼斯指数相关性","纳斯达克100相关性","标普500相关性","罗素2000相关性","费城半导体指数相关性","VIX指数相关性","恒生指数相关性","恒生科技指数相关性","富时中国50指数相关性","沪深300相关性","富时中国A50指数相关性","日经225相关性","TOPIX指数相关性","富时海峡指数相关性","大马综合指数相关性","TSX相关性","ASX200相关性","期权总成交","期权总持仓","正股IV","正股HV","正股IV-正股HV","IV等级","IV百分位数","行权价","到期日","未平仓数","溢价","隐含波动率","Delta","Gamma","Theta","Vega","Rho","距到期日","内在价值","时间价值","杠杆倍数","有效杠杆","盈亏平衡点","到盈亏平衡","盈利概率"
"RGC","脑再生科技","13.760","-0.640","-4.44%","0.00%","+1677.29%","+10484.62%","13.700","13.760","127","10","122461","1700947.27","0.000%","14.290","14.400","14.290","13.626","0.66%","0.42%","4.61%","亏损","亏损","982.857","0.83","85.40%","14.150","14.380","-1.74%","-0.14%","91898.30","153147.73","3.47","3.68","-0.250","-0.020","6804167374.08","253638107.52","494488908","18433002","+0.44%","-28.74%","-41.94%","+12203.06%","+15415.73%","专业与通用药品制造商","-0.02","-0.02","-0.02","-0.01","-0.00","-0.05","-","-","-","-","-","-","-","-","-","-","-","305","4266","206.30%","369.07%","-162.77%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ARKK","创新ETF-ARK","75.920","-0.890","-1.16%","+0.62%","+51.87%","+33.73%","75.910","75.920","190","100","5889870","444890896.74","0.000%","76.750","76.810","76.925","74.530","6.09%","0.11%","3.12%","-","-","0.997","2.96","31.03%","76.770","76.860","-0.05%","+0.07%","2927808.84","5158092.97","1.08","0.48","-0.040","+0.050","7345260000.00","7345260000.00","96750000","96750000","+4.59%","+7.08%","+10.27%","+22.59%","+59.30%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","94022","896951","43.04%","27.05%","15.99%","16","59%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"UPST","Upstart","76.050","-0.630","-0.82%","+0.98%","+62.81%","+23.52%","76.000","76.150","19","100","1508802","113023244.22","0.000%","76.470","76.680","77.000","73.000","1.85%","0.11%","5.22%","亏损","亏损","10.693","1.98","-68.07%","76.540","76.750","-0.18%","+0.09%","1049519.61","9672364.19","1.70","0.80","-0.140","+0.070","7235766450.90","6207844002.75","95144858","81628455","+2.59%","-0.03%","+28.75%","+14.33%","+175.05%","信贷","0.43","0.43","0.45","0.55","0.39","-0.36","-","-","-","-","-","-","-","-","-","-","-","5089","293475","104.79%","53.16%","51.64%","54","67%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CRWV","CoreWeave","128.700","+3.790","+3.03%","+1.54%","+208.12%","+221.75%","128.600","128.800","100","90","3807336","482421818.65","0.000%","125.630","124.910","129.990","122.700","10.15%","0.12%","5.84%","亏损","亏损","20.125","1.75","5.26%","125.925","125.700","+0.81%","+0.63%","14890418.50","13341033.20","1.36","1.07","+1.015","+0.790","61773057017.10","4826250000.00","479977133","37500000","-8.46%","-15.02%","-25.90%","+221.75%","+221.75%","软件基础设施","0.35","0.41","0.39","0.39","0.38","-0.33","-","-","-","-","-","-","-","-","-","-","-","59920","690843","114.47%","83.35%","31.12%","41","36%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"QBTS","D-Wave Quantum","17.290","-1.100","-5.98%","+0.82%","+135.24%","+105.83%","17.290","17.300","100","250","18330025","319832989.17","0.000%","18.380","18.390","18.380","16.800","5.61%","0.04%","8.59%","亏损","亏损","28.251","1.70","-42.86%","18.390","18.440","0.00%","+0.27%","7012314.12","28722090.79","2.39","2.94","0.000","+0.050","5858313395.01","5646341402.76","338824726","326564994","+7.06%","+8.13%","+15.73%","+201.22%","+1611.89%","计算机硬件","0.23","0.30","0.28","0.32","0.27","-0.21","-","-","-","-","-","-","-","-","-","-","-","49576","589846","118.01%","81.55%","36.47%","17","29%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"DNA","Ginkgo Bioworks","12.557","+1.237","+10.93%","+0.86%","+59.56%","+27.88%","12.520","12.590","35","5","1043630","12644876.93","0.000%","11.330","11.320","12.840","11.280","2.59%","-0.36%","13.78%","亏损","亏损","1.135","3.82","75.00%","11.300","11.497","-0.18%","+1.56%","151967.65","203777.04","2.65","1.68","-0.020","+0.177","735008192.24","505892690.51","58531877","40286420","+33.16%","+12.82%","+47.21%","+2.26%","+9.73%","生物技术","0.40","0.38","0.40","0.54","0.36","-0.31","-","-","-","-","-","-","-","-","-","-","-","1365","112386","108.17%","105.60%","2.57%","10","53%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LUNR","Intuitive Machines","11.060","-0.190","-1.69%","+1.19%","+31.98%","-39.10%","11.050","11.070","352","470","2800649","30874256.95","0.000%","11.200","11.250","11.310","10.722","2.53%","0.05%","5.23%","亏损","亏损","亏损","1.52","-14.36%","11.230","11.480","-0.18%","+2.04%","2529374.94","1828203.75","5.24","2.04","-0.020","+0.230","1297679212.06","1223229728.98","117330851","110599433","-0.18%","+3.56%","+10.60%","-48.61%","+162.71%","航空航天与国防","0.30","0.30","0.32","0.35","0.23","-0.24","-","-","-","-","-","-","-","-","-","-","-","7983","199390","107.17%","72.56%","34.61%","24","40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"SEZL","Sezzle","132.760","-3.220","-2.37%","+1.50%","+179.97%","+211.40%","132.710","133.000","100","105","255270","33338346.02","0.000%","135.340","135.980","135.940","126.775","1.55%","-0.08%","6.74%","44.730","60.676","35.140","1.73","-2.44%","135.770","137.010","-0.15%","+0.76%","289463.01","1075082.58","1.46","1.72","-0.210","+1.030","4419088524.20","2190163359.88","33286295","16497163","-0.42%","-19.11%","-8.43%","+237.83%","+832.09%","信贷","0.29","0.24","0.27","0.33","0.23","-0.23","-","-","-","-","-","-","-","-","-","-","-","657","18354","126.23%","95.12%","31.11%","67","73%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NQ2606","纳斯达克100指数2606","24049.00","0.00","0.00%","0.00%","+23.11%","+7.88%","0.00","0.00","0","0","0","0.00","0.000%","0.00","24049.00","0.00","0.00","0.00%","0.00%","0.00%","-","-","-","0.00","0.00%","-","-","-","-","0.00","0.00","-","-","-","-","0.00","0.00","0","0","+1.32%","+2.02%","+6.82%","+7.64%","+7.19%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0","382","-","9.57%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"OKLO","Oklo Inc","61.370","-1.140","-1.82%","+0.44%","+152.34%","+189.07%","61.260","61.370","100","77","6444710","398963261.49","0.000%","63.060","62.510","63.980","60.110","5.74%","-0.02%","6.19%","亏损","亏损","33.353","1.93","12.99%","63.100","62.680","+0.94%","+0.27%","25659222.70","15195878.91","5.09","0.75","+0.590","+0.170","8983391291.62","6893213720.85","146380826","112322205","+0.69%","+14.67%","+11.36%","+79.87%","+581.13%","受监管电力","0.22","0.30","0.29","0.28","0.28","-0.27","-","-","-","-","-","-","-","-","-","-","-","22585","408781","100.83%","87.23%","13.60%","27","11%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"TEM","Tempus AI","59.210","+1.200","+2.07%","+0.73%","+10.67%","+75.39%","59.190","59.230","50","18","2810163","165030015.80","0.000%","58.490","58.010","59.600","57.600","2.79%","0.05%","3.45%","亏损","亏损","31.427","1.58","47.06%","58.380","58.700","+0.64%","+1.19%","7606498.33","15185051.22","1.93","1.29","+0.370","+0.690","10250212866.45","5974843797.70","173116245","100909370","+5.94%","+1.20%","-9.81%","+16.05%","+37.76%","健康信息服务","0.45","0.43","0.45","0.54","0.40","-0.39","-","-","-","-","-","-","-","-","-","-","-","11756","343609","78.24%","59.78%","18.46%","15","8%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LRCX","泛林集团","98.990","-2.750","-2.70%","+0.44%","+39.97%","+37.80%","98.990","99.020","50","150","2875329","284613717.61","0.900%","101.000","101.740","101.123","97.860","0.23%","0.11%","3.21%","27.573","34.134","13.312","1.72","-50.00%","101.060","102.100","-0.67%","+0.35%","1073469.48","76474901.24","1.16","0.75","-0.680","+0.360","126619890820.00","126150168322.51","1279118000","1274372849","-2.06%","-0.84%","+8.06%","+33.59%","+2.50%","半导体设备与材料","0.54","0.79","0.72","0.56","0.90","-0.52","-","-","-","-","-","-","-","-","-","-","-","6219","499899","40.66%","23.57%","17.09%","25","29%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"HIMS","Hims & Hers Health","48.420","+0.820","+1.72%","-0.33%","+72.07%","+100.25%","48.410","48.460","203","216","6461212","309391661.64","0.000%","47.970","47.600","48.850","46.930","3.35%","0.27%","4.03%","71.205","91.358","19.731","1.69","-3.10%","48.010","48.000","+0.86%","+0.84%","8162857.16","33054593.29","1.68","1.28","+0.410","+0.400","10837922295.24","9331729199.28","223831522","192724684","-4.04%","-1.10%","+15.34%","+53.52%","+138.05%","家庭和个人用品","0.31","0.36","0.36","0.41","0.33","-0.27","-","-","-","-","-","-","-","-","-","-","-","41081","812730","103.87%","164.96%","-61.09%","46","58%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"REAL","TheRealReal","6.290","+0.380","+6.43%","+0.40%","+3.11%","-42.45%","6.280","6.290","546","294","1258976","7677148.26","0.000%","5.920","5.910","6.305","5.900","1.41%","0.26%","6.85%","亏损","亏损","亏损","2.87","30.00%","5.940","5.854","+0.51%","-0.95%","67191.88","445464.92","0.51","0.95","+0.030","-0.056","711369619.41","560918996.19","113095329","89176311","+23.33%","+18.68%","+28.37%","-34.00%","+81.79%","奢侈品","0.31","0.32","0.34","0.43","0.32","-0.29","-","-","-","-","-","-","-","-","-","-","-","1080","53263","100.41%","47.18%","53.22%","29","70%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CRDO","Credo Technology","92.275","-3.465","-3.62%","+1.03%","+117.68%","+37.29%","92.210","92.330","10","10","1802333","164471622.30","0.000%","93.220","95.740","95.298","88.420","1.19%","0.01%","7.18%","318.189","318.189","23.237","2.20","0.00%","93.290","95.314","-2.56%","-0.45%","1770856.02","4814399.32","2.85","0.75","-2.450","-0.426","15838250324.63","13937861832.73","171641835","151046999","-10.05%","-1.16%","+9.11%","+58.68%","+212.58%","半导体","0.36","0.59","0.53","0.45","0.62","-0.43","-","-","-","-","-","-","-","-","-","-","-","13617","124329","78.73%","54.36%","24.38%","24","47%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LIF","Life360","73.380","-1.230","-1.65%","+0.73%","+83.68%","+77.80%","73.220","73.390","127","31","173728","12597731.01","0.000%","74.550","74.610","74.550","71.200","0.27%","-0.12%","4.49%","582.380","亏损","14.923","1.29","60.76%","74.500","74.610","-0.15%","0.00%","25987.65","977526.80","4.25","1.90","-0.110","0.000","5615677767.12","4807653676.98","76528724","65517221","+7.18%","+13.79%","+18.78%","+58.11%","+125.85%","应用软件","0.50","0.57","0.58","0.50","0.53","-0.48","-","-","-","-","-","-","-","-","-","-","-","11","1127","59.92%","36.74%","23.18%","49","66%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"MSFT","微软","509.289","-0.772","-0.15%","+0.07%","+31.74%","+21.29%","509.150","509.250","5","50","2825833","1438946124.34","0.620%","510.950","510.060","511.200","507.430","0.04%","0.01%","0.74%","39.357","43.160","11.759","1.01","-81.82%","511.140","509.700","+0.21%","-0.07%","24149428.67","322706680.22","0.51","0.44","+1.080","-0.360","3785309116190.05","3780272034949.57","7432543865","7422653437","+0.69%","+2.55%","+4.79%","+14.32%","+15.86%","软件基础设施","0.59","0.77","0.73","0.45","0.61","-0.56","-","-","-","-","-","-","-","-","-","-","-","37590","2164817","26.46%","11.90%","14.56%","23","62%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"HUT","Hut 8","20.900","-0.440","-2.06%","+0.43%","+62.02%","+2.00%","20.910","20.940","128","1353","1448685","30399667.62","0.000%","21.705","21.340","21.710","20.380","1.73%","-0.16%","6.23%","亏损","6.276","2.269","1.81","-82.71%","21.752","21.480","+1.93%","+0.66%","1270883.70","2647995.86","2.95","1.59","+0.412","+0.140","2178199755.60","1755573728.70","104220084","83998743","-3.06%","+0.05%","+31.53%","+6.58%","+3.16%","资本市场","0.38","0.44","0.44","0.48","0.37","-0.40","-","-","-","-","-","-","-","-","-","-","-","2491","225233","83.36%","73.27%","10.09%","18","12%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ASTS","AST SpaceMobile","53.200","-3.470","-6.12%","+0.56%","+121.02%","+152.13%","53.260","53.360","9","300","6213219","330059932.39","0.000%","55.630","56.670","56.385","51.210","2.90%","0.49%","9.13%","亏损","亏损","24.538","3.04","-94.18%","55.650","56.340","-1.80%","-0.58%","9535882.62","8556392.57","2.81","1.71","-1.020","-0.330","13952972916.40","11401132187.20","262273927","214306996","+4.07%","+17.03%","+5.98%","+164.15%","+315.63%","通讯设备","0.23","0.28","0.27","0.32","0.28","-0.22","-","-","-","-","-","-","-","-","-","-","-","73323","814019","97.84%","76.62%","21.22%","26","29%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"NBIS","NEBIUS","50.810","-1.560","-2.98%","+0.61%","+107.73%","+83.43%","50.790","50.830","350","297","4459493","225409690.56","0.000%","52.150","52.370","52.300","49.010","2.32%","-0.12%","6.28%","亏损","亏损","3.826","1.89","8.19%","52.100","52.480","-0.52%","+0.21%","14379427.81","5727589.21","2.79","0.99","-0.270","+0.110","12098309703.11","9780669679.75","238108831","192494975","-5.08%","+7.88%","+7.01%","+68.86%","-27.87%","互联网内容与信息","0.34","0.54","0.47","0.48","0.58","-0.42","-","-","-","-","-","-","-","-","-","-","-","22722","487019","91.00%","87.64%","3.36%","30","40%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"ETHV","以太坊ETF-VanEck","53.806","-0.994","-1.81%","+0.09%","+108.07%","+10.21%","53.920","53.950","100","400","49826","2671085.42","0.000%","54.170","54.800","54.170","53.179","1.33%","0.00%","1.81%","-","-","0.968","1.40","-60.00%","54.140","55.300","-1.20%","+0.91%","47192.08","112615.05","0.69","1.13","-0.660","+0.500","201772500.00","201772500.00","3750000","3750000","+20.61%","+40.56%","+58.63%","+18.70%","+4.15%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CORZ","Core Scientific","13.355","+0.085","+0.64%","+0.98%","+77.36%","-4.95%","13.350","13.360","603","530","3808703","50091970.65","0.000%","13.310","13.270","13.355","12.850","1.32%","0.08%","3.81%","亏损","亏损","亏损","1.53","6.44%","13.310","13.271","+0.30%","+0.00%","572531.41","849087.89","1.13","0.83","+0.040","+0.001","3977410606.43","3846868993.79","297821835","288047098","-2.94%","-4.74%","+17.67%","+18.08%","+20.86%","软件基础设施","0.37","0.44","0.43","0.45","0.41","-0.39","-","-","-","-","-","-","-","-","-","-","-","138609","2154301","78.62%","134.57%","-55.96%","37","57%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CLSK","CleanSpark","12.455","+0.065","+0.52%","+0.32%","+40.58%","+35.23%","12.450","12.460","1572","574","6066829","75432415.32","0.000%","12.560","12.390","12.665","12.120","2.21%","-0.25%","4.40%","亏损","亏损","1.850","1.33","46.51%","12.550","12.530","+1.29%","+1.13%","4622666.95","3175120.36","1.69","1.53","+0.160","+0.140","3499155726.48","3417610935.86","280943856","274396703","+2.17%","+7.37%","+40.73%","+23.93%","-30.18%","资本市场","0.41","0.41","0.43","0.54","0.36","-0.38","-","-","-","-","-","-","-","-","-","-","-","27936","993912","89.54%","77.90%","11.64%","18","17%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CLS","天弘科技","157.020","-6.000","-3.68%","+0.72%","+70.41%","+70.12%","157.020","157.130","100","16","1341972","209439680.30","0.000%","160.775","163.020","160.775","153.110","1.18%","0.19%","4.70%","43.860","43.495","11.598","2.54","72.41%","160.570","162.880","-1.50%","-0.09%","5229140.89","12423558.08","4.15","0.98","-2.450","-0.140","18056040699.60","17937216913.74","114991980","114235237","-2.16%","+0.85%","+15.17%","+66.19%","+175.96%","电子元件","0.40","0.64","0.58","0.50","0.69","-0.48","-","-","-","-","-","-","-","-","-","-","-","2461","89365","72.25%","42.02%","30.23%","33","76%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"DXYZ","Destiny Tech100","32.196","-1.024","-3.08%","+0.11%","-9.56%","-45.30%","32.010","32.890","1","1845","222562","7174266.67","0.000%","32.610","33.220","32.703","31.500","2.05%","-0.38%","3.62%","20.097","20.097","5.000","0.93","-99.89%","32.590","33.140","-1.90%","-0.24%","969999.20","188114.39","2.92","0.60","-0.630","-0.080","350286157.41","350286157.41","10879905","10879905","-16.61%","-12.94%","-18.35%","-43.12%","+132.63%","资产管理","0.27","0.29","0.30","0.32","0.26","-0.25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"DJT","特朗普媒体科技集团","19.795","+0.545","+2.83%","-0.18%","-24.30%","-41.95%","19.780","19.810","1311","768","9769095","196765219.92","0.000%","19.840","19.250","20.920","19.580","6.37%","0.10%","6.96%","亏损","亏损","6.137","5.31","26.12%","19.750","19.650","+2.60%","+2.08%","7775546.58","9641399.26","2.44","2.81","+0.500","+0.400","5472955033.76","3033764339.78","276481689","153259123","+10.34%","+2.83%","+10.65%","-34.10%","-42.95%","互联网内容与信息","0.16","0.17","0.18","0.23","0.16","-0.17","-","-","-","-","-","-","-","-","-","-","-","59195","520703","64.05%","39.75%","24.30%","8","7%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VTEX","VTEX","6.220","+0.020","+0.32%","+0.08%","+16.26%","+5.60%","6.220","6.230","308","483","177845","1098375.67","0.000%","6.240","6.200","6.250","6.120","0.34%","-0.08%","2.10%","86.388","100.322","4.614","0.92","-22.12%","6.250","6.200","+0.81%","0.00%","403.75","157858.29","0.81","0.00","+0.050","0.000","1134010203.66","321527710.76","182316753","51692558","-4.31%","-1.27%","-4.31%","-7.58%","-8.26%","应用软件","0.35","0.40","0.41","0.36","0.32","-0.38","-","-","-","-","-","-","-","-","-","-","-","4","630","59.01%","42.86%","16.15%","9","44%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CXAI","CXApp","1.045","-0.065","-5.86%","+0.48%","-10.68%","-42.58%","1.040","1.050","1850","100","278007","296345.49","0.000%","1.110","1.110","1.120","1.030","2.01%","0.00%","8.11%","亏损","亏损","1.391","2.12","89.74%","1.110","1.130","0.00%","+1.80%","21924.61","17414.50","2.70","4.41","0.000","+0.020","21711961.86","14442681.66","20776997","13820748","+7.72%","+4.50%","+16.36%","-35.89%","-52.50%","应用软件","0.03","0.10","0.06","0.13","0.11","-0.03","-","-","-","-","-","-","-","-","-","-","-","16","3550","202.68%","79.41%","123.27%","17","36%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"VST","Vistra Energy","186.200","-2.030","-1.08%","+0.73%","+50.07%","+35.46%","186.070","186.230","202","200","1069257","197605649.47","0.470%","187.600","188.230","188.499","181.730","0.32%","-0.14%","3.60%","29.508","26.600","26.899","1.24","0.50%","188.000","189.220","-0.12%","+0.53%","3289728.60","15746055.21","1.72","1.33","-0.230","+0.990","63183609834.80","62776229558.00","339331954","337144090","-2.70%","-2.09%","-0.19%","+24.80%","+136.84%","独立电力生产商","0.38","0.52","0.51","0.42","0.54","-0.45","-","-","-","-","-","-","-","-","-","-","-","12823","344096","61.35%","38.99%","22.35%","29","54%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
